object_name,object_class,location_x,location_y,location_z,rotation_pitch,rotation_yaw,rotation_roll,scale_x,scale_y,scale_z,spawns,spawncount
"BlockingVolume11",BlockingVolume,11894.88,-1569.725,3696.083,0,3.814697E-06,0,0.7040584,1,0.221138,,
"RoundStickShadowDecal_2",DecalActor,5150.761,-4695.035,38.95803,-90,-14.03626,126.5358,0.429882,0.341875,0.341875,,
"P_TreeTrunk_ResidualSmoke10",Emitter,55437.66,-9958.271,2434.577,0,-180.0001,0,2,2,2,,
"P_TreeTrunk_ResidualSmoke11",Emitter,55017.05,-10383.85,2164.629,0,-180.0001,0,2,2,2,,
"P_TreeTrunk_ResidualSmoke12",Emitter,54517.28,-10118.45,3092.268,0,-180.0001,0,,,,,
"P_TreeTrunk_ResidualSmoke13",Emitter,45947.39,-5229.521,3045.892,0,-192.2892,0,,,,,
"P_TreeTrunk_ResidualSmoke14",Emitter,46379.23,-5595.22,2118.254,0,-192.2892,0,2,2,2,,
"P_TreeTrunk_ResidualSmoke3",Emitter,43280.02,-1813.262,840.1786,0,-180.0001,0,,,,,
"P_TreeTrunk_ResidualSmoke4",Emitter,43779.79,-2078.669,-87.45966,0,-180.0001,0,2,2,2,,
"P_TreeTrunk_ResidualSmoke8",Emitter,51320.02,-1803.262,1690.179,0,-180.0001,0,,,,,
"P_TreeTrunk_ResidualSmoke9",Emitter,51819.79,-2068.669,762.5403,0,-180.0001,0,2,2,2,,
"Firth3",RedGuy_C,12589.91,-1723.491,1082.429,2.732076E-05,-71.2496,2.1E-05,,,,,
"RedGuy44",RedGuy_C,14338.69,-2179.739,619.6419,0,185.5729,0,,,,,
"RedGuy45",RedGuy_C,14153.28,-2235.889,651.1682,0,30.90016,0,,,,,
"RedGuy46",RedGuy_C,14174.15,-2050.06,629.5552,0,-47.84987,0,,,,,
"RedGuy47_0",RedGuy_C,11842.14,-1720.709,1081.39,0,97.40241,0,,,,,
"RedGuy48_1",RedGuy_C,11850.9,-1562.901,1080.49,0,-105.0976,0,,,,,
"RedGuy49_2",RedGuy_C,11852.43,-1446.705,1080.49,0,-116.3476,0,,,,,
"RedGuy50_3",RedGuy_C,11706.98,-1319.844,1081.39,0,-93.84758,0,,,,,
"RedGuy51_4",RedGuy_C,11694.53,-1504.853,1081.39,0,86.15241,0,,,,,
"RedGuy52_5",RedGuy_C,11699.47,-1723.108,1080.622,0,18.65241,0,,,,,
"RedGuy53_6",RedGuy_C,11544.67,-1662.61,1081.39,0,131.1525,0,,,,,
"RedGuy54_7",RedGuy_C,11532.77,-1353.989,1081.39,0,-127.5977,0,,,,,
"RedGuy55_8",RedGuy_C,11524.1,-1500.073,1081.39,0,-172.5976,0,,,,,
"RedGuy58",RedGuy_C,12617.9,-1854.307,1082.429,0,86.15248,0,,,,,
"RedGuy59",RedGuy_C,11362,-1389.715,1081.39,0,-71.34755,0,,,,,
"RedGuy60",RedGuy_C,11347.99,-1598.155,1081.39,0,29.90243,0,,,,,
"SphereReflectionCapture13_2",SphereReflectionCapture,7130,-3950,610,,,,,,,,
"Bag_1",StaticMeshActor,33677.16,-2107.628,-2825.659,1.341213,-194.2802,-4.674648,125,125,125,,
"Bag_23",StaticMeshActor,32471.25,-2254.021,-2827.486,0.078841,-112.216,1.343238,125,125,125,,
"Bag_27",StaticMeshActor,39757.33,3583.941,-210.7854,0.191322,-348.3708,-2.523685,125,125,125,,
"Bag_30",StaticMeshActor,52200.45,-18540.2,1215.51,1.007965,-368.1752,-4.81925,125,125,125,,
"Bag_31",StaticMeshActor,46182.03,-8376.855,171.0223,1.007965,-282.0276,-4.81925,125,125,125,,
"Bag_35",StaticMeshActor,31140.77,-14729.25,-2403.19,1.580023,-91.73937,2.274944,125,125,161.3516,,
"Bag_38",StaticMeshActor,18481.85,12978.65,1515.037,-0.4254944,-315.5515,2.425642,125,125,161.3516,,
"Bag_40",StaticMeshActor,15852.73,15529.87,1480.591,-2.453885,-240.3277,-2.775995,125,125,161.3516,,
"Bag_41",StaticMeshActor,13904.76,15610.73,1492.889,-2.100462,-204.0114,-1.285822,125,125,161.3516,,
"Bag_51",StaticMeshActor,32691.41,-6409.829,8978.521,8.513714,79.74986,191.5393,1111,1111,1111,,
"Bag_54",StaticMeshActor,49126.51,22.47615,945.3677,0.191322,-247.1206,-2.523685,125,125,125,,
"Bag_58",StaticMeshActor,49072.32,-3319.769,948.9042,0.191322,-348.3707,-2.523685,140,140,140,,
"bucket2",StaticMeshActor,5229.021,-4829.192,28.98996,,,,2,2,2,,
"Cartoon_plank_02_95",StaticMeshActor,12175.02,-1786.742,972.5858,0,90.00001,0,6.843822,6.843822,6.843822,,
"Cartoon_plank_1",StaticMeshActor,12261.2,-1942.988,1831.03,,,,2,2,2,,
"Cartoon_plank_100",StaticMeshActor,11061.2,-1842.988,1471.03,0,270,0,2,2,2,,
"Cartoon_plank_101",StaticMeshActor,11061.2,-1242.988,1471.03,0,270,0,2,2,2,,
"Cartoon_plank_102",StaticMeshActor,11061.2,-1042.988,1471.03,0,180,0,2,2,2,,
"Cartoon_plank_103",StaticMeshActor,11461.2,-2042.988,1471.03,0,180,0,2,2,2,,
"Cartoon_plank_104",StaticMeshActor,12361.2,-2042.988,1591.03,0,180,0,2,2,2,,
"Cartoon_plank_105",StaticMeshActor,12761.2,-2042.988,1591.03,0,180,0,2,2,2,,
"Cartoon_plank_106",StaticMeshActor,12861.2,-1742.988,1591.03,0,90,0,2,2,2,,
"Cartoon_plank_107",StaticMeshActor,12861.2,-1342.988,1591.03,0,90,0,2,2,2,,
"Cartoon_plank_108",StaticMeshActor,12761.2,-1042.988,1591.03,0,180,0,2,2,2,,
"Cartoon_plank_109",StaticMeshActor,12361.2,-1042.988,1591.03,0,180,0,2,2,2,,
"Cartoon_plank_11",StaticMeshActor,12361.2,-1142.988,1831.03,,,,2,2,2,,
"Cartoon_plank_110",StaticMeshActor,11961.2,-1042.988,1591.03,0,180,0,2,2,2,,
"Cartoon_plank_111",StaticMeshActor,11561.2,-1042.988,1591.03,0,180,0,2,2,2,,
"Cartoon_plank_112",StaticMeshActor,11161.2,-1042.988,1591.03,0,180,0,2,2,2,,
"Cartoon_plank_113",StaticMeshActor,11061.2,-1342.988,1591.03,0,270,0,2,2,2,,
"Cartoon_plank_114",StaticMeshActor,11061.2,-1742.988,1591.03,0,270,0,2,2,2,,
"Cartoon_plank_115",StaticMeshActor,11161.2,-2042.988,1591.03,0,360,0,2,2,2,,
"Cartoon_plank_116",StaticMeshActor,11461.2,-2042.988,1591.03,0,360,0,2,2,2,,
"Cartoon_plank_117",StaticMeshActor,12661.2,-1942.988,1831.03,,,,2,2,2,,
"Cartoon_plank_118",StaticMeshActor,12861.2,-1942.988,1711.03,0,90,0,2,2,2,,
"Cartoon_plank_119",StaticMeshActor,11261.2,-1142.988,1831.03,,,,2,2,2,,
"Cartoon_plank_120",StaticMeshActor,12561.2,-2042.988,1711.03,,,,2,2,2,,
"Cartoon_plank_121",StaticMeshActor,11861.2,-1942.988,1831.03,,,,2,2,2,,
"Cartoon_plank_122",StaticMeshActor,12161.2,-2042.988,1711.03,,,,2,2,2,,
"Cartoon_plank_123",StaticMeshActor,11061.2,-1542.988,1711.03,0,90.00001,0,2,2,2,,
"Cartoon_plank_124",StaticMeshActor,11761.2,-2042.988,1711.03,,,,2,2,2,,
"Cartoon_plank_125",StaticMeshActor,12061.2,-1142.988,1831.03,,,,2,2,2,,
"Cartoon_plank_126",StaticMeshActor,11361.2,-2042.988,1711.03,,,,2,2,2,,
"Cartoon_plank_127",StaticMeshActor,12861.2,-1542.988,1711.03,0,90,0,2,2,2,,
"Cartoon_plank_128",StaticMeshActor,11061.2,-1942.988,1711.03,0,90.00001,0,2,2,2,,
"Cartoon_plank_129",StaticMeshActor,12761.2,-1742.988,1831.03,0,-90,0,2,2,2,,
"Cartoon_plank_130",StaticMeshActor,11161.2,-1442.988,1831.03,0,-90,0,2,2,2,,
"Cartoon_plank_131",StaticMeshActor,11161.2,-1842.988,1831.03,0,-90,0,2,2,2,,
"Cartoon_plank_132",StaticMeshActor,11061.2,-1142.988,1711.03,0,90.00001,0,2,2,2,,
"Cartoon_plank_133",StaticMeshActor,11771.2,-1842.988,1951.03,,,,2,2,2,,
"Cartoon_plank_134",StaticMeshActor,11361.2,-1042.988,1711.03,0,180,0,2,2,2,,
"Cartoon_plank_136",StaticMeshActor,11761.2,-1042.988,1711.03,0,180,0,2,2,2,,
"Cartoon_plank_137",StaticMeshActor,12171.2,-1242.988,1951.03,,,,2,2,2,,
"Cartoon_plank_138",StaticMeshActor,12161.2,-1042.988,1711.03,0,180,0,2,2,2,,
"Cartoon_plank_14",StaticMeshActor,12761.2,-1442.988,1831.03,0,-90,0,2,2,2,,
"Cartoon_plank_140",StaticMeshActor,12561.2,-1042.988,1711.03,0,180,0,2,2,2,,
"Cartoon_plank_141",StaticMeshActor,12061.2,-2042.988,1591.03,0,360,0,2,2,2,,
"Cartoon_plank_142",StaticMeshActor,12861.2,-1142.988,1711.03,0,90,0,2,2,2,,
"Cartoon_plank_143",StaticMeshActor,11661.2,-2042.988,1591.03,0,360,0,2,2,2,,
